Name,Season,Pitch,Pitches,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,SwStr%,pVAL,pVAL/C,NameASCII,PlayerId,MLBAMID
"Gunnar Henderson",2022,"SL",84,0.18518518518518517,0.5666666666666667,0.32142857142857145,0.3,0.7647058823529411,0.5925925925925926,0.35714285714285715,0.13095238095238096,1.1685363999999998,1.3911147619047617,"Gunnar Henderson","26289",683002
"Jorge Mateo",2025,"SL",59,0.38461538461538464,0.7,0.4915254237288136,0.4,0.7857142857142857,0.5862068965517241,0.3389830508474576,0.2033898305084746,3.0167086000000003,5.113065423728814,"Jorge Mateo","17273",622761
"Jorge Mateo",2023,"SL",313,0.4024390243902439,0.7718120805369127,0.5782747603833865,0.3484848484848485,0.8260869565217391,0.6519337016574586,0.476038338658147,0.2012779552715655,5.8783219,1.8780581150159747,"Jorge Mateo","17273",622761
"Jorge Mateo",2024,"SL",208,0.2523364485981308,0.7821782178217822,0.5096153846153846,0.5185185185185185,0.8481012658227848,0.7641509433962265,0.4855769230769231,0.1201923076923077,2.0918924000000008,1.0057175000000003,"Jorge Mateo","17273",622761
"Tyler O'Neill",2025,"SL",129,0.29577464788732394,0.5689655172413793,0.4186046511627907,0.2857142857142857,0.8181818181818182,0.6111111111111112,0.4496124031007752,0.16279069767441862,1.7168065999999995,1.3308578294573639,"Tyler O'Neill","15711",641933
"Ryan O'Hearn",2023,"SL",287,0.36942675159235666,0.6538461538461539,0.49825783972125437,0.39655172413793105,0.9058823529411765,0.6993006993006993,0.4529616724738676,0.14982578397212543,-3.0044241000000014,-1.046837665505227,"Ryan O'Hearn","16442",656811
"Anthony Santander",2024,"SL",399,0.4533333333333333,0.7126436781609196,0.5664160401002506,0.7058823529411765,0.9274193548387096,0.827433628318584,0.43609022556390975,0.09774436090225563,-2.3812627000000006,-0.5968076942355891,"Anthony Santander","14551",623993
"Cedric Mullins",2023,"SL",370,0.28804347826086957,0.6774193548387096,0.4837837837837838,0.5094339622641509,0.8650793650793651,0.7597765363128491,0.5027027027027027,0.11621621621621622,5.471310799999999,1.4787326486486483,"Cedric Mullins","17929",656775
"Emmanuel Rivera",2025,"SL",108,0.47619047619047616,0.6222222222222222,0.5370370370370371,0.36666666666666664,0.75,0.5517241379310345,0.4166666666666667,0.24074074074074073,3.007491700000001,2.784714537037038,"Emmanuel Rivera","19890",656896
"Dylan Carlson",2025,"SL",161,0.21333333333333335,0.5697674418604651,0.40372670807453415,0.5,0.8367346938775511,0.7538461538461538,0.5341614906832298,0.09937888198757763,1.2300172000000003,0.7639858385093169,"Dylan Carlson","20126",666185
"Ryan Mountcastle",2023,"SL",429,0.4087301587301587,0.768361581920904,0.5571095571095571,0.46601941747572817,0.8455882352941176,0.6820083682008368,0.4125874125874126,0.17715617715617715,-0.13112810000000064,-0.03056599067599082,"Ryan Mountcastle","18373",663624
"James McCann",2023,"SL",210,0.5158730158730159,0.6190476190476191,0.5571428571428572,0.4,0.7884615384615384,0.5726495726495726,0.4,0.23809523809523808,2.7160534999999997,1.2933588095238095,"James McCann","12859",543510
"Gunnar Henderson",2023,"SL",542,0.3086816720257235,0.5800865800865801,0.42435424354243545,0.4583333333333333,0.8880597014925373,0.7086956521739131,0.4261992619926199,0.12361623616236163,-0.6679633999999995,-0.12324047970479696,"Gunnar Henderson","26289",683002
"Gary Sánchez",2025,"SL",101,0.25,0.5306122448979592,0.38613861386138615,0.3076923076923077,0.8076923076923077,0.6410256410256411,0.48514851485148514,0.13861386138613863,0.07781139999999998,0.07704099009900987,"Gary Sanchez","11442",596142
"Heston Kjerstad",2025,"SL",114,0.453125,0.72,0.5701754385964912,0.4827586206896552,0.8333333333333334,0.676923076923077,0.43859649122807015,0.18421052631578946,3.1605152999999993,2.7723818421052626,"Heston Kjerstad","31166",677008
"Cedric Mullins",2022,"SL",52,0.23076923076923078,0.6923076923076923,0.46153846153846156,0.8333333333333334,0.8888888888888888,0.875,0.5,0.057692307692307696,-3.7479714999999993,-7.207637499999999,"Cedric Mullins","17929",656775
"Coby Mayo",2024,"SL",56,0.23333333333333334,0.6923076923076923,0.44642857142857145,0.14285714285714285,0.6111111111111112,0.48,0.4642857142857143,0.23214285714285715,0.7853138999999993,1.4023462499999988,"Coby Mayo","28312",691723
"Coby Mayo",2025,"SL",298,0.2883435582822086,0.5259259259259259,0.3959731543624161,0.2765957446808511,0.7183098591549296,0.5423728813559322,0.45302013422818793,0.18120805369127516,7.4712706,2.5071377852348995,"Coby Mayo","28312",691723
"Jeremiah Jackson",2025,"SL",159,0.375,0.7887323943661971,0.559748427672956,0.45454545454545453,0.8571428571428571,0.7078651685393258,0.44654088050314467,0.16352201257861634,-5.678354699999999,-3.571292264150943,"Jeremiah Jackson","22239",669236
"Ryan Mountcastle",2022,"SL",76,0.2,0.7096774193548387,0.40789473684210525,0.3333333333333333,0.7727272727272727,0.6451612903225806,0.40789473684210525,0.14473684210526316,-1.8848396999999997,-2.4800522368421047,"Ryan Mountcastle","18373",663624
