Inning,Inning Half,Event,Detailed Event,Contact Power,Pitch Type,Pitch Outcome,Batter,Batter Number,Bases,Baserunners,Baserunning Event,Baserunning Result,Balls,Strikes,Outs,Team 1 Score,Team 2 Score,Pitcher
6,bottom,ball,ball,NA,slider,ball,Brandon Crawford,9,"[0, 1, 0]","[0, 'Jasson Domínguez', 0]",None,safe,3,2,2,3,4,George Kirby
6,bottom,walk,walk,NA,slider,ball,Brandon Crawford,9,"[1, 1, 0]","['Brandon Crawford', 'Jasson Domínguez', 0]",None,safe,4,2,2,3,4,George Kirby
6,bottom,ball,ball,NA,fastball,ball,Aaron Schunk,1,"[1, 1, 0]","['Brandon Crawford', 'Jasson Domínguez', 0]",None,safe,1,0,2,3,4,George Kirby
6,bottom,foul,foul,NA,fastball,strike,Aaron Schunk,1,"[1, 1, 0]","['Brandon Crawford', 'Jasson Domínguez', 0]",None,safe,1,1,2,3,4,George Kirby
6,bottom,strike,called strike,NA,fastball,strike,Aaron Schunk,1,"[1, 1, 0]","['Brandon Crawford', 'Jasson Domínguez', 0]",None,safe,1,2,2,3,4,George Kirby
6,bottom,foul,foul,NA,fastball,strike,Aaron Schunk,1,"[1, 1, 0]","['Brandon Crawford', 'Jasson Domínguez', 0]",None,safe,1,2,2,3,4,George Kirby
6,bottom,foul,foul,NA,slider,strike,Aaron Schunk,1,"[1, 1, 0]","['Brandon Crawford', 'Jasson Domínguez', 0]",None,safe,1,2,2,3,4,George Kirby
6,bottom,foul,foul,NA,slider,strike,Aaron Schunk,1,"[1, 1, 0]","['Brandon Crawford', 'Jasson Domínguez', 0]",None,safe,1,2,2,3,4,George Kirby
6,bottom,out,fly out,medium,fastball,strike,Aaron Schunk,1,"[1, 1, 0]","['Brandon Crawford', 'Jasson Domínguez', 0]",None,safe,1,2,3,3,4,George Kirby
7,top,strike,called strike,NA,fastball,strike,Andrew Benintendi,8,"[0, 0, 0]","[0, 0, 0]",None,NA,0,1,0,3,4,Fernando Cruz
7,top,ball,ball,NA,fastball,ball,Andrew Benintendi,8,"[0, 0, 0]","[0, 0, 0]",None,NA,1,1,0,3,4,Fernando Cruz
7,top,strike,called strike,NA,slider,strike,Andrew Benintendi,8,"[0, 0, 0]","[0, 0, 0]",None,NA,1,2,0,3,4,Fernando Cruz
7,top,strikeout,strikeout looking,NA,fastball,strike,Andrew Benintendi,8,"[0, 0, 0]","[0, 0, 0]",None,NA,1,3,1,3,4,Fernando Cruz
7,top,foul,foul,NA,fastball,strike,Gleyber Torres,9,"[0, 0, 0]","[0, 0, 0]",None,NA,0,1,1,3,4,Fernando Cruz
7,top,out,fly out,hard,fastball,strike,Gleyber Torres,9,"[0, 0, 0]","[0, 0, 0]",None,NA,0,1,2,3,4,Fernando Cruz
7,top,ball,ball,NA,fastball,ball,William Contreras,1,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,2,3,4,Fernando Cruz
7,top,home_run,fly ball home run,hard,slider,strike,William Contreras,1,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,2,4,4,Fernando Cruz
7,top,strike,called strike,NA,fastball,strike,Trayce Thompson,2,"[0, 0, 0]","[0, 0, 0]",None,NA,0,1,2,4,4,Fernando Cruz
7,top,ball,ball,NA,fastball,ball,Trayce Thompson,2,"[0, 0, 0]","[0, 0, 0]",None,NA,1,1,2,4,4,Fernando Cruz
7,top,ball,ball,NA,slider,ball,Trayce Thompson,2,"[0, 0, 0]","[0, 0, 0]",None,NA,2,1,2,4,4,Fernando Cruz
7,top,strike,called strike,NA,fastball,strike,Trayce Thompson,2,"[0, 0, 0]","[0, 0, 0]",None,NA,2,2,2,4,4,Fernando Cruz
7,top,ball,ball,NA,fastball,ball,Trayce Thompson,2,"[0, 0, 0]","[0, 0, 0]",None,NA,3,2,2,4,4,Fernando Cruz
7,top,walk,walk,NA,slider,ball,Trayce Thompson,2,"[1, 0, 0]","['Trayce Thompson', 0, 0]",None,safe,4,2,2,4,4,Fernando Cruz
7,top,out,fly out,soft,slider,strike,Austin Wells,3,"[1, 0, 0]","['Trayce Thompson', 0, 0]",None,safe,0,0,3,4,4,Fernando Cruz
7,bottom,ball,ball,NA,changeup,ball,Richie Palacios,2,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,0,4,4,Angel Chivilli
7,bottom,ball,ball,NA,fastball,ball,Richie Palacios,2,"[0, 0, 0]","[0, 0, 0]",None,NA,2,0,0,4,4,Angel Chivilli
7,bottom,out,fly out,medium,fastball,strike,Richie Palacios,2,"[0, 0, 0]","[0, 0, 0]",None,NA,2,0,1,4,4,Angel Chivilli
7,bottom,strike,called strike,NA,changeup,strike,Blaze Alexander,3,"[0, 0, 0]","[0, 0, 0]",None,NA,0,1,1,4,4,Angel Chivilli
7,bottom,out,ground out,hard,changeup,strike,Blaze Alexander,3,"[0, 0, 0]","[0, 0, 0]",None,NA,0,1,2,4,4,Angel Chivilli
7,bottom,strike,swinging strike,NA,changeup,strike,Elehuris Montero,4,"[0, 0, 0]","[0, 0, 0]",None,NA,0,1,2,4,4,Angel Chivilli
7,bottom,strike,called strike,NA,changeup,strike,Elehuris Montero,4,"[0, 0, 0]","[0, 0, 0]",None,NA,0,2,2,4,4,Angel Chivilli
7,bottom,strikeout,strikeout looking,NA,fastball,strike,Elehuris Montero,4,"[0, 0, 0]","[0, 0, 0]",None,NA,0,3,3,4,4,Angel Chivilli
8,top,strike,swinging strike,NA,fastball,strike,Daniel Johnson,4,"[0, 0, 0]","[0, 0, 0]",None,NA,0,1,0,4,4,Fernando Cruz
8,top,strike,called strike,NA,slider,strike,Daniel Johnson,4,"[0, 0, 0]","[0, 0, 0]",None,NA,0,2,0,4,4,Fernando Cruz
8,top,strikeout,strikeout swinging,NA,slider,strike,Daniel Johnson,4,"[0, 0, 0]","[0, 0, 0]",None,NA,0,3,1,4,4,Fernando Cruz
8,top,ball,ball,NA,slider,ball,Owen Miller,5,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,1,4,4,Fernando Cruz
8,top,ball,ball,NA,fastball,ball,Owen Miller,5,"[0, 0, 0]","[0, 0, 0]",None,NA,2,0,1,4,4,Fernando Cruz
8,top,out,ground out,medium,fastball,strike,Owen Miller,5,"[0, 0, 0]","[0, 0, 0]",None,NA,2,0,2,4,4,Fernando Cruz
8,top,ball,ball,NA,slider,ball,Jordan Lawlar,6,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,2,4,4,Fernando Cruz
8,top,ball,ball,NA,fastball,ball,Jordan Lawlar,6,"[0, 0, 0]","[0, 0, 0]",None,NA,2,0,2,4,4,Fernando Cruz
8,top,ball,ball,NA,fastball,ball,Jordan Lawlar,6,"[0, 0, 0]","[0, 0, 0]",None,NA,3,0,2,4,4,Fernando Cruz
8,top,strike,called strike,NA,fastball,strike,Jordan Lawlar,6,"[0, 0, 0]","[0, 0, 0]",None,NA,3,1,2,4,4,Fernando Cruz
8,top,strike,called strike,NA,fastball,strike,Jordan Lawlar,6,"[0, 0, 0]","[0, 0, 0]",None,NA,3,2,2,4,4,Fernando Cruz
8,top,walk,walk,NA,slider,ball,Jordan Lawlar,6,"[1, 0, 0]","['Jordan Lawlar', 0, 0]",None,safe,4,2,2,4,4,Fernando Cruz
8,top,ball,ball,NA,fastball,ball,Mike Tauchman,7,"[1, 0, 0]","['Jordan Lawlar', 0, 0]",None,safe,1,0,2,4,4,Fernando Cruz
8,top,foul,foul,NA,slider,strike,Mike Tauchman,7,"[1, 0, 0]","['Jordan Lawlar', 0, 0]",None,safe,1,1,2,4,4,Fernando Cruz
8,top,ball,ball,NA,fastball,ball,Mike Tauchman,7,"[1, 0, 0]","['Jordan Lawlar', 0, 0]",None,safe,2,1,2,4,4,Fernando Cruz
8,top,ball,ball,NA,fastball,ball,Mike Tauchman,7,"[1, 0, 0]","['Jordan Lawlar', 0, 0]",None,safe,3,1,2,4,4,Fernando Cruz
8,top,walk,walk,NA,fastball,ball,Mike Tauchman,7,"[1, 1, 0]","['Mike Tauchman', 'Jordan Lawlar', 0]",None,safe,4,1,2,4,4,Fernando Cruz
8,top,ball,ball,NA,fastball,ball,Andrew Benintendi,8,"[1, 1, 0]","['Mike Tauchman', 'Jordan Lawlar', 0]",None,safe,1,0,2,4,4,Shintaro Fujinami
8,top,strike,called strike,NA,fastball,strike,Andrew Benintendi,8,"[1, 1, 0]","['Mike Tauchman', 'Jordan Lawlar', 0]",None,safe,1,1,2,4,4,Shintaro Fujinami
8,top,out,fly out,hard,fastball,strike,Andrew Benintendi,8,"[1, 1, 0]","['Mike Tauchman', 'Jordan Lawlar', 0]",None,safe,1,1,3,4,4,Shintaro Fujinami
8,bottom,ball,ball,NA,fastball,ball,Wilyer Abreu,5,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,0,4,4,Angel Chivilli
8,bottom,ball,ball,NA,fastball,ball,Wilyer Abreu,5,"[0, 0, 0]","[0, 0, 0]",None,NA,2,0,0,4,4,Angel Chivilli
8,bottom,strike,called strike,NA,fastball,strike,Wilyer Abreu,5,"[0, 0, 0]","[0, 0, 0]",None,NA,2,1,0,4,4,Angel Chivilli
8,bottom,ball,ball,NA,fastball,ball,Wilyer Abreu,5,"[0, 0, 0]","[0, 0, 0]",None,NA,3,1,0,4,4,Angel Chivilli
8,bottom,strike,swinging strike,NA,fastball,strike,Wilyer Abreu,5,"[0, 0, 0]","[0, 0, 0]",None,NA,3,2,0,4,4,Angel Chivilli
8,bottom,walk,walk,NA,slider,ball,Wilyer Abreu,5,"[1, 0, 0]","['Wilyer Abreu', 0, 0]",None,safe,4,2,0,4,4,Angel Chivilli
8,bottom,strike,called strike,NA,changeup,strike,Brandon Marsh,6,"[1, 0, 0]","['Wilyer Abreu', 0, 0]",None,safe,0,1,0,4,4,Angel Chivilli
8,bottom,foul,foul,NA,fastball,strike,Brandon Marsh,6,"[1, 0, 0]","['Wilyer Abreu', 0, 0]",None,safe,0,2,0,4,4,Angel Chivilli
8,bottom,out,fly out,medium,fastball,strike,Brandon Marsh,6,"[1, 0, 0]","['Wilyer Abreu', 0, 0]",None,safe,0,2,1,4,4,Angel Chivilli
8,bottom,ball,ball,NA,changeup,ball,Jerar Encarnacion,7,"[1, 0, 0]","['Wilyer Abreu', 0, 0]",None,safe,1,0,1,4,4,DJ Herz
8,bottom,ball,ball,NA,fastball,ball,Jerar Encarnacion,7,"[1, 0, 0]","['Wilyer Abreu', 0, 0]",None,safe,2,0,1,4,4,DJ Herz
8,bottom,ball,ball,NA,fastball,ball,Jerar Encarnacion,7,"[1, 0, 0]","['Wilyer Abreu', 0, 0]",None,safe,3,0,1,4,4,DJ Herz
8,bottom,walk,walk,NA,slider,ball,Jerar Encarnacion,7,"[1, 1, 0]","['Jerar Encarnacion', 'Wilyer Abreu', 0]",None,safe,4,0,1,4,4,DJ Herz
8,bottom,ball,ball,NA,changeup,ball,Jasson Domínguez,8,"[1, 1, 0]","['Jerar Encarnacion', 'Wilyer Abreu', 0]",None,safe,1,0,1,4,4,DJ Herz
8,bottom,home_run,fly ball home run,soft,fastball,strike,Jasson Domínguez,8,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,1,4,7,DJ Herz
8,bottom,ball,ball,NA,fastball,ball,Brandon Crawford,9,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,1,4,7,DJ Herz
8,bottom,ball,ball,NA,changeup,ball,Brandon Crawford,9,"[0, 0, 0]","[0, 0, 0]",None,NA,2,0,1,4,7,DJ Herz
8,bottom,ball,ball,NA,fastball,ball,Brandon Crawford,9,"[0, 0, 0]","[0, 0, 0]",None,NA,3,0,1,4,7,DJ Herz
8,bottom,foul,foul,NA,fastball,strike,Brandon Crawford,9,"[0, 0, 0]","[0, 0, 0]",None,NA,3,1,1,4,7,DJ Herz
8,bottom,strike,called strike,NA,changeup,strike,Brandon Crawford,9,"[0, 0, 0]","[0, 0, 0]",None,NA,3,2,1,4,7,DJ Herz
8,bottom,walk,walk,NA,fastball,ball,Brandon Crawford,9,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,4,2,1,4,7,DJ Herz
8,bottom,ball,ball,NA,fastball,ball,Aaron Schunk,1,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,1,0,1,4,7,DJ Herz
8,bottom,ball,ball,NA,changeup,ball,Aaron Schunk,1,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,2,0,1,4,7,DJ Herz
8,bottom,strike,called strike,NA,changeup,strike,Aaron Schunk,1,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,2,1,1,4,7,DJ Herz
8,bottom,strike,called strike,NA,fastball,strike,Aaron Schunk,1,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,2,2,1,4,7,DJ Herz
8,bottom,foul,foul,NA,fastball,strike,Aaron Schunk,1,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,2,2,1,4,7,DJ Herz
8,bottom,strikeout,strikeout looking,NA,slider,strike,Aaron Schunk,1,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,2,3,2,4,7,DJ Herz
8,bottom,ball,ball,NA,fastball,ball,Richie Palacios,2,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,1,0,2,4,7,Zebby Matthews
8,bottom,foul,foul,NA,slider,strike,Richie Palacios,2,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,1,1,2,4,7,Zebby Matthews
8,bottom,strike,called strike,NA,slider,strike,Richie Palacios,2,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,1,2,2,4,7,Zebby Matthews
8,bottom,foul,foul,NA,slider,strike,Richie Palacios,2,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,1,2,2,4,7,Zebby Matthews
8,bottom,strikeout,strikeout looking,NA,slider,strike,Richie Palacios,2,"[1, 0, 0]","['Brandon Crawford', 0, 0]",None,safe,1,3,3,4,7,Zebby Matthews
9,top,out,fly out,medium,fastball,strike,Gleyber Torres,9,"[0, 0, 0]","[0, 0, 0]",None,NA,0,0,1,4,7,Shintaro Fujinami
9,top,ball,ball,NA,slider,ball,William Contreras,1,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,1,4,7,Shintaro Fujinami
9,top,strike,swinging strike,NA,fastball,strike,William Contreras,1,"[0, 0, 0]","[0, 0, 0]",None,NA,1,1,1,4,7,Shintaro Fujinami
9,top,ball,ball,NA,fastball,ball,William Contreras,1,"[0, 0, 0]","[0, 0, 0]",None,NA,2,1,1,4,7,Shintaro Fujinami
9,top,home_run,fly ball home run,soft,fastball,strike,William Contreras,1,"[0, 0, 0]","[0, 0, 0]",None,NA,2,1,1,5,7,Shintaro Fujinami
9,top,ball,ball,NA,fastball,ball,Trayce Thompson,2,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,1,5,7,Shintaro Fujinami
9,top,strike,called strike,NA,fastball,strike,Trayce Thompson,2,"[0, 0, 0]","[0, 0, 0]",None,NA,1,1,1,5,7,Shintaro Fujinami
9,top,ball,ball,NA,fastball,ball,Trayce Thompson,2,"[0, 0, 0]","[0, 0, 0]",None,NA,2,1,1,5,7,Shintaro Fujinami
9,top,strike,called strike,NA,fastball,strike,Trayce Thompson,2,"[0, 0, 0]","[0, 0, 0]",None,NA,2,2,1,5,7,Shintaro Fujinami
9,top,strikeout,strikeout swinging,NA,slider,strike,Trayce Thompson,2,"[0, 0, 0]","[0, 0, 0]",None,NA,2,3,2,5,7,Shintaro Fujinami
9,top,out,ground out,hard,fastball,strike,Austin Wells,3,"[0, 0, 0]","[0, 0, 0]",None,NA,0,0,3,5,7,Shintaro Fujinami
