Inning,Inning Half,Event,Detailed Event,Contact Power,Pitch Type,Pitch Outcome,Batter,Batter Number,Bases,Baserunners,Baserunning Event,Baserunning Result,Balls,Strikes,Outs,Team 1 Score,Team 2 Score,Pitcher
8,bottom,strike,called strike,NA,slider,strike,Jonathan Davis,7,"[0, 0, 0]","[0, 0, 0]",None,NA,0,1,1,6,0,Jay Jackson
8,bottom,double,fly ball double,medium,slider,strike,Jonathan Davis,7,"[0, 1, 0]","[0, 'Jonathan Davis', 0]",None,safe,0,1,1,6,0,Jay Jackson
8,bottom,ball,ball,NA,fastball,ball,Brandon Nimmo,8,"[0, 1, 0]","[0, 'Jonathan Davis', 0]",None,safe,1,0,1,6,0,Jay Jackson
8,bottom,strike,called strike,NA,fastball,strike,Brandon Nimmo,8,"[0, 1, 0]","[0, 'Jonathan Davis', 0]",None,safe,1,1,1,6,0,Jay Jackson
8,bottom,strike,called strike,NA,fastball,strike,Brandon Nimmo,8,"[0, 1, 0]","[0, 'Jonathan Davis', 0]",None,safe,1,2,1,6,0,Jay Jackson
8,bottom,ball,ball,NA,slider,ball,Brandon Nimmo,8,"[0, 1, 0]","[0, 'Jonathan Davis', 0]",None,safe,2,2,1,6,0,Jay Jackson
8,bottom,out,fly out,medium,slider,strike,Brandon Nimmo,8,"[0, 1, 0]","[0, 'Jonathan Davis', 0]",None,safe,2,2,2,6,0,Jay Jackson
8,bottom,ball,ball,NA,slider,ball,Graham Pauley,9,"[0, 1, 0]","[0, 'Jonathan Davis', 0]",None,safe,1,0,2,6,0,Jay Jackson
8,bottom,ball,ball,NA,fastball,ball,Graham Pauley,9,"[0, 1, 0]","[0, 'Jonathan Davis', 0]",None,safe,2,0,2,6,0,Jay Jackson
8,bottom,strike,called strike,NA,fastball,strike,Graham Pauley,9,"[0, 1, 0]","[0, 'Jonathan Davis', 0]",None,safe,2,1,2,6,0,Jay Jackson
8,bottom,ball,ball,NA,slider,ball,Graham Pauley,9,"[0, 1, 0]","[0, 'Jonathan Davis', 0]",None,safe,3,1,2,6,0,Jay Jackson
8,bottom,single,line drive single,medium,fastball,strike,Graham Pauley,9,"[1, 0, 1]","['Graham Pauley', 0, 'Jonathan Davis']",None,safe,3,1,2,6,0,Jay Jackson
8,bottom,ball,ball,NA,slider,ball,Tyrone Taylor,1,"[1, 0, 1]","['Graham Pauley', 0, 'Jonathan Davis']",None,safe,1,0,2,6,0,Jay Jackson
8,bottom,ball,ball,NA,slider,ball,Tyrone Taylor,1,"[1, 0, 1]","['Graham Pauley', 0, 'Jonathan Davis']",None,safe,2,0,2,6,0,Jay Jackson
8,bottom,single,ground ball single,hard,slider,strike,Tyrone Taylor,1,"[1, 1, 0]","['Tyrone Taylor', 'Graham Pauley', 0]",None,safe,2,0,2,6,1,Jay Jackson
8,bottom,ball,ball,NA,fastball,ball,Griffin Conine,2,"[1, 1, 0]","['Tyrone Taylor', 'Graham Pauley', 0]",None,safe,1,0,2,6,1,Jay Jackson
8,bottom,ball,ball,NA,slider,ball,Griffin Conine,2,"[1, 1, 0]","['Tyrone Taylor', 'Graham Pauley', 0]",None,safe,2,0,2,6,1,Jay Jackson
8,bottom,ball,ball,NA,slider,ball,Griffin Conine,2,"[1, 1, 0]","['Tyrone Taylor', 'Graham Pauley', 0]",None,safe,3,0,2,6,1,Jay Jackson
8,bottom,out,ground out,medium,slider,strike,Griffin Conine,2,"[1, 1, 0]","['Tyrone Taylor', 'Graham Pauley', 0]",None,safe,3,0,3,6,1,Jay Jackson
9,top,ball,ball,NA,fastball,ball,Bryan Reynolds,9,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,0,6,1,J.P. France
9,top,strike,called strike,NA,fastball,strike,Bryan Reynolds,9,"[0, 0, 0]","[0, 0, 0]",None,NA,1,1,0,6,1,J.P. France
9,top,single,ground ball single,medium,changeup,strike,Bryan Reynolds,9,"[1, 0, 0]","['Bryan Reynolds', 0, 0]",None,safe,1,1,0,6,1,J.P. France
9,top,single,ground ball single,soft,fastball,strike,Mark Vientos,1,"[1, 0, 1]","['Mark Vientos', 0, 'Bryan Reynolds']",first to third attempted,safe,0,0,0,6,1,J.P. France
9,top,ball,ball,NA,fastball,ball,Luken Baker,2,"[1, 0, 1]","['Mark Vientos', 0, 'Bryan Reynolds']",None,safe,1,0,0,6,1,J.P. France
9,top,ball,ball,NA,fastball,ball,Luken Baker,2,"[1, 0, 1]","['Mark Vientos', 0, 'Bryan Reynolds']",None,safe,2,0,0,6,1,J.P. France
9,top,strike,swinging strike,NA,fastball,strike,Luken Baker,2,"[1, 0, 1]","['Mark Vientos', 0, 'Bryan Reynolds']",None,safe,2,1,0,6,1,J.P. France
9,top,out,fly out,hard,fastball,strike,Luken Baker,2,"[1, 0, 0]","['Mark Vientos', 0, 0]",tag up third to home attempted,safe,2,1,1,7,1,J.P. France
9,top,ball,ball,NA,changeup,ball,Curtis Mead,3,"[1, 0, 0]","['Mark Vientos', 0, 0]",None,safe,1,0,1,7,1,J.P. France
9,top,strike,called strike,NA,fastball,strike,Curtis Mead,3,"[1, 0, 0]","['Mark Vientos', 0, 0]",None,safe,1,1,1,7,1,J.P. France
9,top,foul,foul,NA,fastball,strike,Curtis Mead,3,"[1, 0, 0]","['Mark Vientos', 0, 0]",None,safe,1,2,1,7,1,J.P. France
9,top,ball,ball,NA,curveball,ball,Curtis Mead,3,"[1, 0, 0]","['Mark Vientos', 0, 0]",None,safe,2,2,1,7,1,J.P. France
9,top,ball,ball,NA,curveball,ball,Curtis Mead,3,"[1, 0, 0]","['Mark Vientos', 0, 0]",None,safe,3,2,1,7,1,J.P. France
9,top,walk,walk,NA,changeup,ball,Curtis Mead,3,"[1, 1, 0]","['Curtis Mead', 'Mark Vientos', 0]",None,safe,4,2,1,7,1,J.P. France
9,top,ball,ball,NA,fastball,ball,Hunter Feduccia,4,"[1, 1, 0]","['Curtis Mead', 'Mark Vientos', 0]",None,safe,1,0,1,7,1,J.P. France
9,top,out,fly out,medium,fastball,strike,Hunter Feduccia,4,"[1, 1, 0]","['Curtis Mead', 'Mark Vientos', 0]",None,safe,1,0,2,7,1,J.P. France
9,top,ball,ball,NA,changeup,ball,Andrew Benintendi,5,"[1, 1, 0]","['Curtis Mead', 'Mark Vientos', 0]",None,safe,1,0,2,7,1,J.P. France
9,top,foul,foul,NA,fastball,strike,Andrew Benintendi,5,"[1, 1, 0]","['Curtis Mead', 'Mark Vientos', 0]",None,safe,1,1,2,7,1,J.P. France
9,top,ball,ball,NA,fastball,ball,Andrew Benintendi,5,"[1, 1, 0]","['Curtis Mead', 'Mark Vientos', 0]",None,safe,2,1,2,7,1,J.P. France
9,top,ball,ball,NA,fastball,ball,Andrew Benintendi,5,"[1, 1, 0]","['Curtis Mead', 'Mark Vientos', 0]",None,safe,3,1,2,7,1,J.P. France
9,top,walk,walk,NA,fastball,ball,Andrew Benintendi,5,"[1, 1, 1]","['Andrew Benintendi', 'Curtis Mead', 'Mark Vientos']",None,safe,4,1,2,7,1,J.P. France
9,top,strike,called strike,NA,changeup,strike,Matt Thaiss,6,"[1, 1, 1]","['Andrew Benintendi', 'Curtis Mead', 'Mark Vientos']",None,safe,0,1,2,7,1,J.P. France
9,top,ball,ball,NA,changeup,ball,Matt Thaiss,6,"[1, 1, 1]","['Andrew Benintendi', 'Curtis Mead', 'Mark Vientos']",None,safe,1,1,2,7,1,J.P. France
9,top,ball,ball,NA,changeup,ball,Matt Thaiss,6,"[1, 1, 1]","['Andrew Benintendi', 'Curtis Mead', 'Mark Vientos']",None,safe,2,1,2,7,1,J.P. France
9,top,ball,ball,NA,fastball,ball,Matt Thaiss,6,"[1, 1, 1]","['Andrew Benintendi', 'Curtis Mead', 'Mark Vientos']",None,safe,3,1,2,7,1,J.P. France
9,top,out,ground out,medium,fastball,strike,Matt Thaiss,6,"[1, 1, 1]","['Andrew Benintendi', 'Curtis Mead', 'Mark Vientos']",None,safe,3,1,3,7,1,J.P. France
9,bottom,home_run,fly ball home run,soft,slider,strike,Marcelo Mayer,3,"[0, 0, 0]","[0, 0, 0]",None,NA,0,0,0,7,2,Jay Jackson
9,bottom,ball,ball,NA,fastball,ball,Michael Conforto,4,"[0, 0, 0]","[0, 0, 0]",None,NA,1,0,0,7,2,Luis Medina
9,bottom,single,line drive single,medium,fastball,strike,Michael Conforto,4,"[1, 0, 0]","['Michael Conforto', 0, 0]",None,safe,1,0,0,7,2,Luis Medina
9,bottom,out,ground out,hard,slider,strike,Alex Verdugo,5,"[1, 0, 0]","['Michael Conforto', 0, 0]",None,safe,0,0,1,7,2,Luis Medina
9,bottom,ball,ball,NA,fastball,ball,Leo Jiménez,6,"[1, 0, 0]","['Michael Conforto', 0, 0]",None,safe,1,0,1,7,2,Luis Medina
9,bottom,ball,ball,NA,fastball,ball,Leo Jiménez,6,"[1, 0, 0]","['Michael Conforto', 0, 0]",None,safe,2,0,1,7,2,Luis Medina
9,bottom,ball,ball,NA,slider,ball,Leo Jiménez,6,"[1, 0, 0]","['Michael Conforto', 0, 0]",None,safe,3,0,1,7,2,Luis Medina
9,bottom,single,line drive single,medium,fastball,strike,Leo Jiménez,6,"[1, 1, 0]","['Leo Jiménez', 'Michael Conforto', 0]",None,safe,3,0,1,7,2,Luis Medina
9,bottom,ball,ball,NA,fastball,ball,Jonathan Davis,7,"[1, 1, 0]","['Leo Jiménez', 'Michael Conforto', 0]",None,safe,1,0,1,7,2,Luis Medina
9,bottom,ball,ball,NA,fastball,ball,Jonathan Davis,7,"[1, 1, 0]","['Leo Jiménez', 'Michael Conforto', 0]",None,safe,2,0,1,7,2,Luis Medina
9,bottom,strike,called strike,NA,slider,strike,Jonathan Davis,7,"[1, 1, 0]","['Leo Jiménez', 'Michael Conforto', 0]",None,safe,2,1,1,7,2,Luis Medina
9,bottom,ball,ball,NA,fastball,ball,Jonathan Davis,7,"[1, 1, 0]","['Leo Jiménez', 'Michael Conforto', 0]",None,safe,3,1,1,7,2,Luis Medina
9,bottom,strike,called strike,NA,slider,strike,Jonathan Davis,7,"[1, 1, 0]","['Leo Jiménez', 'Michael Conforto', 0]",None,safe,3,2,1,7,2,Luis Medina
9,bottom,strikeout,strikeout looking,NA,fastball,strike,Jonathan Davis,7,"[1, 1, 0]","['Leo Jiménez', 'Michael Conforto', 0]",None,safe,3,3,2,7,2,Luis Medina
9,bottom,ball,ball,NA,fastball,ball,Brandon Nimmo,8,"[1, 1, 0]","['Leo Jiménez', 'Michael Conforto', 0]",None,safe,1,0,2,7,2,Luis Medina
9,bottom,out,ground out,medium,slider,strike,Brandon Nimmo,8,"[1, 1, 0]","['Leo Jiménez', 'Michael Conforto', 0]",None,safe,1,0,3,7,2,Luis Medina
